Country,"Track Identifier","Media type","Date Played",Hours,"Play Duration Milliseconds","End Reason Type","Source Type","Play Count","Skip Count","Ignore For Recommendations","Track Reference","Track Description"
"United States",286057707,AUDIO,20210422,3,64000,PLAYBACK_MANUALLY_PAUSED,UNKNOWN_DEVICE,1,0,false,N/A,"OceanLab - On a Good Day"
"United States",693486745,AUDIO,20210422,4,48000,PLAYBACK_MANUALLY_PAUSED,UNKNOWN_DEVICE,1,0,false,N/A,"Sheena Easton - Morning Train (Nine to Five) [Edit]"
"United States",1440742336,AUDIO,20210423,"21, 22",1464200,PLAYBACK_MANUALLY_PAUSED,UNKNOWN_DEVICE,4,0,false,1440742336,"Steelheart - She's Gone"
"United States",1440742336,AUDIO,20210423,21,392400,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Steelheart - She's Gone"
"United States",1452504611,AUDIO,20210423,14,273000,PLAYBACK_MANUALLY_PAUSED,UNKNOWN_DEVICE,1,0,false,N/A,"June Anderson, Members of the Staatskapelle Dresden, Leonard Bernstein, Sarah Walker, Members of the Kirov Orchestra, Leningrad, Klaus König, London Symphony Orchestra, Jan-Hendrik Rootering, New York Philharmonic, Members of the Orchestre de Paris, Chor des Bayerischen Rundfunks, Symphonieorchester des Bayerischen Rundfunks, Members of Berlin Radio Chorus & Dresden Philharmonic Childrens Chorus - Symphony No. 9 in D Minor, Op. 125 - ""Choral"": IV. Presto - Allegro Assai"
"United States",1523860016,AUDIO,20210423,3,200000,PLAYBACK_MANUALLY_PAUSED,UNKNOWN_DEVICE,1,0,false,N/A,"CRi - Faces (feat. Jesse Mac Cormack)"
"United States",1440742336,AUDIO,20210424,"2, 4, 5, 6, 16",3525200,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,9,0,false,1440742336,"Steelheart - She's Gone"
"United States",125654859,AUDIO,20210424,"19, 20",1057600,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,2,0,false,N/A,"Patrick O'Hearn - A Lovely Place to Be"
"United States",303535741,AUDIO,20210424,3,919387,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Mat Zo - Lucky Strike"
"United States",270145996,AUDIO,20210424,"19, 20",720880,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,2,0,false,N/A,"Laraaji - Circulation"
"United States",1547606884,AUDIO,20210424,3,580387,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Sasha - Cut Me Down (feat. Krister Linder)"
"United States",381260397,AUDIO,20210424,15,555929,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Paul Keeley - Cloud 9 (Original Mix)"
"United States",320491695,AUDIO,20210424,15,479916,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Claudia Cazacu - Freefalling (Dub Mix)"
"United States",714416741,AUDIO,20210424,22,470533,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Laraaji - Meditation No. 2"
"United States",829615674,AUDIO,20210424,2,454400,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"The Quest - C-Sharp"
"United States",1536531239,AUDIO,20210424,21,439778,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,2,0,false,N/A,"Nick Box - Drifting"
"United States",1467545132,AUDIO,20210424,20,431320,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Gandalf - Mystic Voyage"
"United States",796319490,AUDIO,20210424,15,419128,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Ilan Bluestone - Spheres"
"United States",315027134,AUDIO,20210424,19,417267,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Yanni - Santorini"
"United States",656124903,AUDIO,20210424,2,413120,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Ørjan Nilsen - Violetta"
"United States",853401772,AUDIO,20210424,21,390858,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Akal Dub - Love Dub"
"United States",1037647141,AUDIO,20210424,20,388840,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"KITARO - Koi"
"United States",109059932,AUDIO,20210424,19,372787,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Constance Demby - Formless Presence"
"United States",378074242,AUDIO,20210424,2,352107,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Boom Jinx & Andrew Bayer - Keyboard Cowboys"
"United States",217928841,AUDIO,20210424,15,347827,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Ayu - M (Above & Beyond Typhoon Dub)"
"United States",252589096,AUDIO,20210424,20,346467,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Michael Hedges - Spare Change"
"United States",319402895,AUDIO,20210424,18,342607,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Van Halen - ""5150"""
"United States",385174978,AUDIO,20210424,2,340455,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Cosmic Gate - Not Enough Time (feat. Emma Hewitt)"
"United States",298578297,AUDIO,20210424,20,331960,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Liz Story - Peace Piece"
"United States",1237827485,AUDIO,20210424,21,315814,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Hippie Sabotage - Om"
"United States",1006233760,AUDIO,20210424,21,315560,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Emerald Web - Catspaw (Remastered)"
"United States",431749516,AUDIO,20210424,19,310240,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Iasos - Cloud Prayer (excerpt)"
"United States",47637688,AUDIO,20210424,20,304027,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Suzanne Ciani - The First Wave - Birth of Venus"
"United States",1445663592,AUDIO,20210424,18,296000,PLAYBACK_MANUALLY_PAUSED,UNKNOWN_DEVICE,1,0,false,1445663592,"Quincy Jones - The Secret Garden (Sweet Seduction Suite) [feat. Barry White, Al B. Sure!, James Ingram & El DeBarge]"
"United States",953669431,AUDIO,20210424,20,292693,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"R. Carlos Nakai - Ancestral Home"
"United States",516234878,AUDIO,20210424,22,287627,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Gandalf - Earthbound"
"United States",1223496957,AUDIO,20210424,22,284421,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Beauvois - Attente"
"United States",355300795,AUDIO,20210424,18,282259,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Krokus - Stayed Awake All Night"
"United States",125651863,AUDIO,20210424,22,279933,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Patrick O'Hearn - Still Standing"
"United States",1467571052,AUDIO,20210424,19,274493,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"2002 - Inner Light"
"United States",203708455,AUDIO,20210424,18,270000,PLAYBACK_MANUALLY_PAUSED,UNKNOWN_DEVICE,1,0,false,N/A,"Bruce Springsteen - Born In the U.S.A."
"United States",1443151652,AUDIO,20210424,21,266067,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Colin Vallon, Patrice Moret & Julian Sartorius - Sisyphe"
"United States",75019735,AUDIO,20210424,18,257920,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Enuff Z'Nuff - New Thing"
"United States",1426113463,AUDIO,20210424,22,249496,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"BLOOM - Earth Breath"
"United States",660043768,AUDIO,20210424,21,246033,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Garth Stevenson - Flux"
"United States",1027736136,AUDIO,20210424,21,246000,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Jean-Michel Jarre - Oxygene, Pt. 4"
"United States",1403233611,AUDIO,20210424,22,244773,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"edapollo - Lost In the Sky"
"United States",298432525,AUDIO,20210424,19,239867,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Nightnoise - Toys Not Ties"
"United States",312449438,AUDIO,20210424,19,233867,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Deuter - I Take Rest"
"United States",551964166,AUDIO,20210424,20,230893,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Clannad - Anam"
"United States",376877245,AUDIO,20210424,21,228007,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Yanni - In the Morning Light"
"United States",204744889,AUDIO,20210424,15,226000,PLAYBACK_MANUALLY_PAUSED,UNKNOWN_DEVICE,1,0,false,N/A,"Super8 - Dawn"
"United States",1481113480,AUDIO,20210424,21,225187,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Catching Flies - Daymarks"
"United States",1560665471,AUDIO,20210424,21,213208,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Utah - Thirty Two"
"United States",404011768,AUDIO,20210424,21,205217,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Hiatus - Turbine"
"United States",1352044507,AUDIO,20210424,22,194000,PLAYBACK_MANUALLY_PAUSED,UNKNOWN_DEVICE,1,0,false,N/A,"Stillhead - After Sundown"
"United States",451466062,AUDIO,20210424,21,193613,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Nine Inch Nails - 13 Ghosts II"
"United States",1449595759,AUDIO,20210424,21,180706,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Tim Legend - When the World Ended"
"United States",1445227168,AUDIO,20210424,19,178524,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,1445227168,"Dog Music Dreams, Relaxmydog & Relax My Puppy - Lullabies for Dogs"
"United States",1205089182,AUDIO,20210424,21,171107,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Steven Halpern - First Chakra Keynote C (Red) [Bonus Version) (Remastered]"
"United States",1063782473,AUDIO,20210424,3,170000,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Alexander Popov - Multiverse (Radio Edit)"
"United States",944248218,AUDIO,20210424,2,162107,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Armin van Buuren - Hystereo (Radio Edit)"
"United States",1072469540,AUDIO,20210424,1,159000,PLAYBACK_MANUALLY_PAUSED,UNKNOWN_DEVICE,1,0,false,N/A,"Leo - Hello (Metal Cover) [feat. Pete Cottrell]"
"United States",578395039,AUDIO,20210424,20,152400,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Mannheim Steamroller - Sonata"
"United States",62446392,AUDIO,20210424,20,145640,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Enya - Watermark"
"United States",406983617,AUDIO,20210424,20,134040,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"David Qualey - Santa Cruz"
"United States",266220683,AUDIO,20210424,20,130240,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Paul Winter - Afternoon Sun"
"United States",553779705,AUDIO,20210424,3,79000,PLAYBACK_MANUALLY_PAUSED,UNKNOWN_DEVICE,1,0,false,N/A,"BT, ARTY & Nadia Ali - Must Be the Love (Radio Edit)"
"United States",1312013959,AUDIO,20210424,1,71000,PLAYBACK_MANUALLY_PAUSED,UNKNOWN_DEVICE,1,0,false,N/A,"Luis Miguel - Llamarada"
"United States",594094259,AUDIO,20210424,16,60000,PLAYBACK_MANUALLY_PAUSED,UNKNOWN_DEVICE,1,0,false,N/A,"Depeche Mode - Broken"
"United States",929851858,AUDIO,20210424,1,35000,PLAYBACK_MANUALLY_PAUSED,UNKNOWN_DEVICE,1,0,false,N/A,"Skinny Puppy - Pedafly"
"United States",1440908808,AUDIO,20210425,16,771000,PLAYBACK_MANUALLY_PAUSED,UNKNOWN_DEVICE,1,0,false,N/A,"Def Leppard - Billy's Got a Gun"
"United States",1497727954,AUDIO,20210425,5,485989,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Paul van Dyk & Elated - Parallel Dimension"
"United States",853555469,AUDIO,20210425,7,466120,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Paul van Dyk - Crush"
"United States",1454015771,AUDIO,20210425,5,455967,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Paul van Dyk & Alex M.O.R.P.H. - Voyager"
"United States",853555475,AUDIO,20210425,7,447667,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Paul van Dyk - Reflections"
"United States",827802920,AUDIO,20210425,6,443827,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Paul van Dyk - Together We Will Conquer"
"United States",79198016,AUDIO,20210425,4,425000,PLAYBACK_MANUALLY_PAUSED,UNKNOWN_DEVICE,1,0,false,N/A,"Andy Moor, E.L. & Ridgewalkers - Find (Featuring El) [Andy Moor Mix]"
"United States",298099932,AUDIO,20210425,15,419933,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Black Sabbath - Heaven and Hell"
"United States",715912310,AUDIO,20210425,15,413733,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Queensrÿche - Eyes of a Stranger"
"United States",1549663368,AUDIO,20210425,16,406000,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Romy Black - Take Your Time (Sebb Junior Extended Remix)"
"United States",1348892909,AUDIO,20210425,16,400498,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"S-Man & Huxley - Wasting Time (feat. Aimée Sophia) [Extended Mix]"
"United States",1450402533,AUDIO,20210425,16,396871,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Hugo Mari - Change Ur Ways (Detroit Swindle Remix)"
"United States",1440742336,AUDIO,20210425,7,392400,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,1440742336,"Steelheart - She's Gone"
"United States",937490946,AUDIO,20210425,7,389502,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Paul van Dyk, Jessus & Adham Ashraf - Only in a Dream (feat. Tricia McTeague)"
"United States",828885396,AUDIO,20210425,6,377560,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Paul van Dyk - Let Go (feat. Rea Garvey)"
"United States",1497727946,AUDIO,20210425,6,373952,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Paul van Dyk & Will Atkinson - Awakening"
"United States",871733130,AUDIO,20210425,7,359960,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Paul van Dyk - The Ocean (feat. Arty)"
"United States",1271725040,AUDIO,20210425,5,349872,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Paul van Dyk & Ronald Van Gelderen - Everyone Needs Love (feat. Gaelan & Eric Lumiere)"
"United States",871733320,AUDIO,20210425,6,345880,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Paul van Dyk - We Come Together (feat. Sue McLaren)"
"United States",871733121,AUDIO,20210425,6,340947,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Paul van Dyk - Symmetries (feat. Austin Leeds)"
"United States",274063625,AUDIO,20210425,15,333000,PLAYBACK_MANUALLY_PAUSED,UNKNOWN_DEVICE,1,0,false,N/A,"Allure - Somewhere Inside (feat. Julie Thompson)"
"United States",1454015863,AUDIO,20210425,6,330090,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Paul van Dyk & Rafael Osmo - Moments with You"
"United States",1271724799,AUDIO,20210425,5,320001,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Paul van Dyk & Vincent Corver - While You Were Gone"
"United States",1482892139,AUDIO,20210425,15,299080,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Ace Frehley - Rock Soldiers"
"United States",853555476,AUDIO,20210425,6,297000,PLAYBACK_MANUALLY_PAUSED,UNKNOWN_DEVICE,1,0,false,N/A,"Paul van Dyk - Nothing But You (feat. Hemstock & Jennings)"
"United States",1549606656,AUDIO,20210425,4,287600,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"SLANDER & Au5 - Anywhere (feat. shYbeast, PLYA)"
"United States",1454015941,AUDIO,20210425,7,285429,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Paul van Dyk - Reprise"
"United States",284714047,AUDIO,20210425,15,278507,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Autograph - Turn Up the Radio"
"United States",871733298,AUDIO,20210425,7,278413,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Paul van Dyk - Rock This"
"United States",1271724927,AUDIO,20210425,6,278206,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Paul van Dyk - I Am Alive"
"United States",79435583,AUDIO,20210425,15,277000,PLAYBACK_MANUALLY_PAUSED,UNKNOWN_DEVICE,1,0,false,N/A,"Katana - Dukkha"
"United States",828885370,AUDIO,20210425,5,276973,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Paul van Dyk - White Lies (feat. Jessica Sutta)"
"United States",285143177,AUDIO,20210425,15,271200,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Foreigner - Urgent"
"United States",1440907869,AUDIO,20210425,15,267202,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Def Leppard - Pour Some Sugar On Me"
"United States",300984940,AUDIO,20210425,15,263453,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"White Lion - Little Fighter"
"United States",853555471,AUDIO,20210425,6,263333,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Paul van Dyk - Time of Our Lives (feat. Vega4)"
"United States",196480689,AUDIO,20210425,15,252933,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Europe - Cherokee"
"United States",1440908584,AUDIO,20210425,15,247962,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Def Leppard - Photograph"
"United States",193964652,AUDIO,20210425,15,243040,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Warrant - Down Boys"
"United States",1433928680,AUDIO,20210425,5,242467,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Paul van Dyk - Music Rescues Me (feat. Plumb)"
"United States",1515513575,AUDIO,20210425,16,241804,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Patrick Topping - Rocket Fuel (Edit)"
"United States",853555472,AUDIO,20210425,7,234000,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Paul van Dyk - Like a Friend"
"United States",853555517,AUDIO,20210425,6,224067,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Paul van Dyk - Homage"
"United States",1255806601,AUDIO,20210425,6,219001,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Paul van Dyk & Pierre Pienaar - Stronger Together"
"United States",1496775538,AUDIO,20210425,5,218541,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Paul van Dyk - Duality"
"United States",316055125,AUDIO,20210425,7,215493,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Paul van Dyk - Forbidden Fruit"
"United States",491596647,AUDIO,20210425,3,215253,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Skrillex - Bangarang (feat. Sirah)"
"United States",871733299,AUDIO,20210425,7,209987,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Paul van Dyk - Dae Yor (feat. Ummet Ozcan)"
"United States",1550382499,AUDIO,20210425,3,201456,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"redfield - Don't Stop"
"United States",1543958185,AUDIO,20210425,3,180049,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Dombresky - Down Low"
"United States",1557935936,AUDIO,20210425,3,176551,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Eden Prince - Love You Again (feat. Akua)"
"United States",215638023,AUDIO,20210425,15,171133,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Alice Cooper - Clones (We're All)"
"United States",1360369579,AUDIO,20210425,16,157920,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Armand Van Helden & Butter Rush - I Need a Painkiller (Armand Van Helden Vs. Butter Rush / MK Radio Edit)"
"United States",1452339792,AUDIO,20210425,15,140000,PLAYBACK_MANUALLY_PAUSED,UNKNOWN_DEVICE,1,0,false,N/A,"Ottavio Dantone & Accademia Bizantina - Concerto for Harpsichord, Strings, and Continuo No. 4 in A, BWV 1055: III. Allegro Ma non Tanto"
"United States",1555382311,AUDIO,20210425,4,101000,PLAYBACK_MANUALLY_PAUSED,UNKNOWN_DEVICE,1,0,false,N/A,"Hayden James, Gorgon City & Nat Dunn - Foolproof"
"United States",1547871206,AUDIO,20210425,16,75000,PLAYBACK_MANUALLY_PAUSED,UNKNOWN_DEVICE,1,0,false,N/A,"Cloonee - Sun Goes Down"
"United States",871733312,AUDIO,20210425,7,60000,PLAYBACK_MANUALLY_PAUSED,UNKNOWN_DEVICE,1,0,false,N/A,"Paul van Dyk - Lost in Berlin (feat. Michelle Leonard)"
"United States",1440833726,AUDIO,20210425,16,60000,PLAYBACK_MANUALLY_PAUSED,UNKNOWN_DEVICE,1,0,false,1440833726,"Mike Posner - I Took a Pill in Ibiza (Seeb Remix)"
"United States",1511068016,AUDIO,20210425,14,45000,PLAYBACK_MANUALLY_PAUSED,UNKNOWN_DEVICE,1,0,false,N/A,"Jordan Davis - Almost Maybes"
"United States",1163812558,AUDIO,20210425,16,42000,PLAYBACK_MANUALLY_PAUSED,UNKNOWN_DEVICE,1,0,false,N/A,"The Afghan Whigs - Blame, Etc. (Remastered)"
"United States",1488634410,AUDIO,20210425,15,33000,PLAYBACK_MANUALLY_PAUSED,UNKNOWN_DEVICE,1,0,false,N/A,"Swing Out Sister - Breakout"
"United States",1452171478,AUDIO,20210426,15,638000,PLAYBACK_MANUALLY_PAUSED,UNKNOWN_DEVICE,1,0,false,N/A,"Maurizio Pollini - Polonaise No. 5 in F-Sharp Minor, Op. 44"
"United States",1452628767,AUDIO,20210426,15,535560,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Vladimir Ashkenazy - Ballade No. 1 in G Minor, Op. 23"
"United States",1015055922,AUDIO,20210426,17,486109,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Chicane & Natasha Bedingfield - Bruised Water (Michael Woods Remix Dub)"
"United States",332994708,AUDIO,20210426,17,465013,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Adam Nickey - Callista (Stoneface & Terminal Remix)"
"United States",79650813,AUDIO,20210426,17,443480,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Hydroid - What If"
"United States",871193368,AUDIO,20210426,18,443374,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Andrew Rayel - Hold On To Your Love (feat. Cindy Alma)"
"United States",1024184427,AUDIO,20210426,17,416957,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Paul van Dyk - Lights (feat. Sue McLaren) [Giuseppe Ottaviani Remix]"
"United States",375214264,AUDIO,20210426,17,400329,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Markus Schulz & Max Graham - Goodbye (feat. Jessica Riddle)"
"United States",34105185,AUDIO,20210426,19,380000,PLAYBACK_MANUALLY_PAUSED,UNKNOWN_DEVICE,1,0,false,N/A,"Andrea Britton & Jurgen Vries - Take My Hand (Original 12"" Mix)"
"United States",1068954620,AUDIO,20210426,19,326945,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Armin van Buuren & W&W - If It Ain't Dutch"
"United States",996612323,AUDIO,20210426,17,325755,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"grum - U"
"United States",1452193540,AUDIO,20210426,15,321000,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Mikhail Pletnev - Piano Sonata No. 3 in B Minor, Op. 58: 4. Finale (Presto Non Tanto)"
"United States",1533438794,AUDIO,20210426,17,316250,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Andrew Bayer - England (Mixed)"
"United States",1017279862,AUDIO,20210426,18,259853,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Alexander Popov - Attractive Force (Mix Cut)"
"United States",359678965,AUDIO,20210426,19,247487,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"John O'Callaghan - Never Fade Away (Andy Duguid Mix Edit) [feat. Lo-Fi Sugar]"
"United States",1452722171,AUDIO,20210426,15,213067,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Vladimir Horowitz - Mazurka No. 21 in C-Sharp Minor, Op. 30 No. 4"
"United States",19534178,AUDIO,20210426,14,57000,PLAYBACK_MANUALLY_PAUSED,UNKNOWN_DEVICE,1,0,false,N/A,"Bernd Glemser & Maria Kliegel - Etude in E Minor, Op. 25, No. 7"
"United States",1452241387,AUDIO,20210427,14,619000,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Jack Brymer & Allegri String Quartet - Clarinet Quintet in A, K. 581: 4. Allegretto con Variazioni"
"United States",1521719730,AUDIO,20210427,0,563363,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Sunlounger - Lost (Dance Version)"
"United States",291227447,AUDIO,20210427,1,499253,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Myon & Shane54 - Not a Lot Left"
"United States",273147236,AUDIO,20210427,1,490000,PLAYBACK_MANUALLY_PAUSED,UNKNOWN_DEVICE,1,0,false,N/A,"Nitrous Oxide - Waves"
"United States",1452521265,AUDIO,20210427,14,415373,NATURAL_END_OF_TRACK,UNKNOWN_DEVICE,1,0,false,N/A,"Academy of St Martin in the Fields, Sir Neville Marriner & Alan Civil - Horn Concerto No. 3 in E-Flat, K. 447: I. Allegro"
