Origin,"Date Created","Play Duration Milliseconds","Artist Name","Last Played","Play Count",Genres,Artists
UNKNOWN,20250704,2687803,N/A,1751651353224,23,"Bass, Dance, Dirty South, Electronic, Hardcore Rap, Hip Hop/Rap, Hip-Hop, Latin, Latin Urban, Music, Pop","Calvin Harris, Cedric Gervais, Clementine Douglas, Don Toliver, Hardwell, Lana Del Rey, Lil Jon, Marnik, Pastor Troy, Pitbull, Sexyy Red, Steve Aoki, The Lid, Tiësto, W&W"
UNKNOWN,20250705,3793436,N/A,1751753129987,22,"Alternative, Dance, Dirty South, Electronic, Hardcore Rap, Hip Hop/Rap, Music, Rap","E-40, LINKIN PARK, Lil Jon, Pastor Troy, Sean Paul, YoungBloodZ"
UNKNOWN,20250706,4667036,N/A,1751834045087,26,"Alternative, Music","LINKIN PARK"
UNKNOWN,20250707,203304,N/A,1751930949335,2,"Dance, Hip Hop/Rap, Music",Drake
UNKNOWN,20250709,3329957,N/A,1752088092767,21,"Alternative, Dance, Dirty South, Disco, Hardcore Rap, Hip Hop/Rap, Music, R&B/Soul, Rap","Calvin Harris, Lil Jon, Lil Jon & The East Side Boyz, Lola Young, Pastor Troy, Sidney Samson"
UNKNOWN,20250710,9114006,N/A,1752186777824,51,"Alternative, Alternative Rap, Dance, Dirty South, Electronic, Hardcore Rap, Hip Hop/Rap, Latin Rap, Music, Pop, R&B/Soul, Rap, Rock","Black Eyed Peas, Jeremih, LINKIN PARK, Lil Jon, Lil Jon & The East Side Boyz, Pastor Troy, Pitbull, Tiësto, Ying Yang Twins"
UNKNOWN,20250711,1228932,N/A,1752267425575,9,"Alternative, Dance, Music","LINKIN PARK, Mathame, Tiësto"
UNKNOWN,20250712,6417324,N/A,1752347418835,26,"Alternative, Dance, Dirty South, Hardcore Rap, Hip Hop/Rap, Music, Pop, Rap","Lil Jon, Lil Jon & The East Side Boyz, Lola Young, Pitbull, The Cure, Tiësto, Ying Yang Twins"
UNKNOWN,20250713,2271556,N/A,1752450984319,14,"Alternative, Dance, Electronic, Hip Hop/Rap, Music, Pop","Lady Gaga, The Cure, Toosii, deadmau5"
UNKNOWN,20250714,8844256,N/A,1752540870725,24,"Alternative, Music","The Cure"
UNKNOWN,20250715,1523266,N/A,1752583821041,5,"Alternative, Music","The Cure"
UNKNOWN,20250716,2680241,N/A,1752687823643,8,"Alternative, Dance, Electronic, Music","The Cure, deadmau5"
UNKNOWN,20250717,3040569,N/A,1752770634960,10,"Alternative, Music","The Cure"
UNKNOWN,20250718,2880276,N/A,1752858464064,13,"Alternative, Music","LINKIN PARK, The Cure"
UNKNOWN,20250719,2992114,N/A,1752947215660,18,"Alternative, Music","LINKIN PARK"
UNKNOWN,20250720,4731544,N/A,1753039556200,31,"Alternative, Dance, Music, Pop","Ariana Grande, Drake, LINKIN PARK, Sexyy Red, Tiësto"
UNKNOWN,20250721,2689659,N/A,1753118024578,24,"Dance, Hip Hop/Rap, Music, Pop, R&B/Soul","AVAION, Addison Rae, Calvin Harris, Clementine Douglas, Drake, Ellie Goulding, FIFA SOUND, Gracie Abrams, Khalid, Marshmello, Rihanna, SZA"
UNKNOWN,20250722,1202755,N/A,1753196540310,6,"Alternative, Electronic, Music","Depeche Mode, LINKIN PARK"
UNKNOWN,20250723,1403541,N/A,1753292771802,8,"Alternative, Electronic, Hip Hop/Rap, Music, Pop","Depeche Mode, Jack Harlow, Lizzo"
UNKNOWN,20250724,2742879,N/A,1753375878220,19,"Alternative, Dance, Electronic, Music, Pop","David Guetta, Depeche Mode, Emei, Halsey, Jax Jones, LISA, Lady Gaga, Maroon 5, Sia"
UNKNOWN,20250725,1917178,N/A,1753472019341,14,"Alternative, Country, Electronic, Hip Hop/Rap, Music, Pop","Dasha, Depeche Mode, Juice WRLD, ROSÉ, XXXTENTACION"
UNKNOWN,20250726,34947,N/A,1753492415360,1,"Hip Hop/Rap, Music","Juice WRLD, XXXTENTACION"
UNKNOWN,20250727,59058,N/A,1753620810522,1,N/A,N/A
UNKNOWN,20250731,1325313,N/A,1753926127552,7,"Alternative, Music","Tears for Fears"
UNKNOWN,20250801,1153925,N/A,1754091833394,4,"Alternative, Hip Hop/Rap, Music","Rico Nasty, The Cure"
UNKNOWN,20250802,1438082,N/A,1754098804086,5,"Alternative, Music","The Cure"
EDITORIAL_RADIO_STATION,20240802,3716000,N/A,1722623115955,16,"Adult Alternative, Adult Contemporary, Alternative, Arena Rock, College Rock, Dance, Glam Rock, Hard Rock, Hip Hop/Rap, Music, New Wave, Pop, Pop/Rock, Prog-Rock/Art Rock, R&B/Soul, Rock, Rock & Roll, Soft Rock, Soul, Soundtrack, Teen Pop","Bill Medley, Bonnie Tyler, Bow Wow Wow, Bruce Springsteen, David Bowie, Eurythmics, George Michael, Jennifer Warnes, Madonna, Matthew Wilder, Peter Gabriel, Pretenders, Rick Springfield, Run-DMC, Tiffany, Tina Turner, Van Halen"
EDITORIAL_RADIO_STATION,20240803,4468000,N/A,1722695066451,19,"Adult Contemporary, Alternative, American Trad Rock, Arena Rock, Blues, British Invasion, Contemporary Bluegrass, Contemporary Country, Country, Country Blues, Disco, Electronic, Hair Metal, Hard Rock, Heavy Metal, Hip Hop/Rap, Hip-Hop, Honky Tonk, Music, New Wave, Old School Rap, Pop, Pop/Rock, Psychedelic, R&B/Soul, Rap, Rock, Rock & Roll, Roots Rock, Soft Rock, Soul, Traditional Country, West Coast Rap","Alice Cooper, Billy Idol, Blondie, Bruce Springsteen, Bryan Adams, Corey Hart, Dolly Parton, Frankie Goes to Hollywood, Huey Lewis and the News, J.J. Fad, John Cougar, Madonna, Missing Persons, Mr. Mister, Phil Collins, Queen, Steve Winwood, Thomas Dolby, Toto"
EDITORIAL_RADIO_STATION,20240804,4406000,N/A,1722790777074,19,"Adult Alternative, Adult Contemporary, Alternative, Arena Rock, College Rock, Contemporary Bluegrass, Contemporary Country, Contemporary R&B, Country, Dance, Electronic, Hard Rock, Honky Tonk, Jazz, Music, New Wave, Pop, Pop/Rock, Punk, R&B/Soul, Rock, Rock & Roll, Singer/Songwriter, Soft Rock, Soundtrack, Traditional Country, Vocal Jazz","Billy Joel, Biz Markie, Bobby McFerrin, Cyndi Lauper, DEVO, Dire Straits, Dolly Parton, Duran Duran, Falco, Kenny Rogers, Madonna, Michael Jackson, Paula Abdul, Phil Collins, REO Speedwagon, Rush, Simple Minds, Tears for Fears, The Bangles, The Outfield"
EDITORIAL_RADIO_STATION,20240805,955000,N/A,1722894317308,4,"Adult Alternative, Alternative, Arena Rock, College Rock, Hair Metal, Hard Rock, Heavy Metal, Music, Pop, Pop/Rock, Rock","Aerosmith, Billy Idol, Janet Jackson, U2"
EDITORIAL_RADIO_STATION,20240806,2970000,N/A,1722988708804,13,"Adult Contemporary, Alternative, Arena Rock, Blues, Blues-Rock, Contemporary R&B, Country Blues, Dance, Disco, Hard Rock, Heavy Metal, Motown, Music, New Wave, Pop, Pop/Rock, Quiet Storm, R&B/Soul, Reggae, Rock, Soft Rock, Soul, Soundtrack","Bruce Springsteen, Cyndi Lauper, Diana Ross, Fleetwood Mac, Foreigner, Los Lobos, Olivia Newton-John, Ozzy Osbourne, Starship, The Cars, UB40, Wham!, a-ha"
EDITORIAL_RADIO_STATION,20240807,7100000,N/A,1723043421355,30,"Adult Alternative, Adult Contemporary, Alternative, Arena Rock, Blues, British Invasion, Britpop, College Rock, Contemporary R&B, Country, Country Blues, Dance, Electronic, Hair Metal, Hard Rock, Heavy Metal, Hip Hop/Rap, Music, New Wave, Pop, Pop/Rock, Psychedelic, Quiet Storm, R&B/Soul, Rock, Rock & Roll, Soft Rock, Soul, Soundtrack, Teen Pop","Bad English, Berlin, Blondie, Bruce Springsteen, Daryl Hall & John Oates, Debbie Gibson, Duran Duran, George Thorogood & The Destroyers, Guns N' Roses, Kenny Loggins, Kim Carnes, Madonna, Men Without Hats, New Kids On the Block, New Order, Phil Collins, Prince, Rick Astley, Robert Palmer, Slick Rick, Soft Cell, Steve Winwood, Survivor, Tears for Fears, The Bangles, The Human League, The Police, Van Halen, Whitesnake, Whitney Houston"
EDITORIAL_RADIO_STATION,20240808,1494000,N/A,1723137163853,7,"Adult Contemporary, Alternative, Arena Rock, Dance, Hair Metal, Hard Rock, Heavy Metal, Music, New Wave, Pop, Pop/Rock, R&B/Soul, Rock, Singer/Songwriter, Soft Rock","Billy Joel, Bobby Brown, George Michael, Mötley Crüe, Spandau Ballet, The J. Geils Band, Whitney Houston"
EDITORIAL_RADIO_STATION,20240809,10834000,N/A,1723239829832,42,"Adult Alternative, Adult Contemporary, Alternative, Alternative Rap, Arena Rock, College Rock, Contemporary Bluegrass, Contemporary Country, Contemporary R&B, Country, Dance, Death Metal/Black Metal, Goth Rock, Hair Metal, Hard Rock, Hardcore Rap, Heavy Metal, Hip Hop/Rap, Hip-Hop, Honky Tonk, Music, New Wave, Pop, Pop/Rock, Psychedelic, Quiet Storm, R&B/Soul, Rap, Reggae, Rock, Ska, Soft Rock, Soundtrack, Soundtrack, Teen Pop, Traditional Country, World","'Til Tuesday, Aretha Franklin, Bananarama, Beastie Boys, Big Daddy Kane, Blondie, Bon Jovi, Bonnie Tyler, Bryan Adams, Corey Hart, Cyndi Lauper, Dolly Parton, Duran Duran, Echo & The Bunnymen, Europe, Eurythmics, Fine Young Cannibals, George Michael, Gloria Estefan, Gloria Estefan & Miami Sound Machine, Huey Lewis and the News, Kool & The Gang, Madonna, Michael Jackson, Michael Sembello, Pat Benatar, Phil Collins, Prince, Prince & The Revolution, Ray Parker Jr., Rick Springfield, Scorpions, Simple Minds, Stevie Nicks, Tears for Fears, The Bangles, The Cult, The Police, Tiffany, Whitney Houston, a-ha"
EDITORIAL_RADIO_STATION,20240810,1534000,N/A,1723302802344,7,"Adult Contemporary, American Trad Rock, Arena Rock, Hard Rock, Music, Pop, Pop/Rock, R&B/Soul, Rock, Roots Rock, Soft Rock, Surf","Belinda Carlisle, Def Leppard, Frankie Goes to Hollywood, John Cougar, Prince & The Revolution, The Beach Boys, Toto"
EDITORIAL_RADIO_STATION,20240811,4240000,N/A,1723381093135,18,"Adult Alternative, Adult Contemporary, Alternative, Arena Rock, College Rock, Contemporary R&B, Dance, Electronic, Hip Hop/Rap, Music, New Wave, Pop, Pop/Rock, Quiet Storm, R&B/Soul, Reggae, Rock, Soft Rock, Soul","Billy Joel, Bruce Springsteen, Cyndi Lauper, Daryl Hall & John Oates, Duran Duran, Eddie Money, Harold Faltermeyer, Janet Jackson, Pet Shop Boys, Robert Palmer, Starship, Survivor, Talking Heads, The Outfield, Tone-Lōc, UB40, Wham!, Whitney Houston"
EDITORIAL_RADIO_STATION,20240814,8098000,N/A,1723675237652,33,"Adult Alternative, Adult Contemporary, Alternative, Arena Rock, Britpop, College Rock, Contemporary R&B, Dance, Disco, East Coast Rap, Electronic, Funk, Hard Rock, Heavy Metal, Hip Hop/Rap, Motown, Music, New Wave, Pop, Pop/Rock, Quiet Storm, R&B/Soul, Rap, Rock, Rock & Roll, Soft Rock, Soul, Soundtrack, Vocal, Vocal Pop","Berlin, Billy Ocean, Blondie, Bruce Springsteen, Daryl Hall & John Oates, Dexys Midnight Runners, Diana Ross, Dire Straits, George Michael, Guns N' Roses, Heart, Joan Jett & The Blackhearts, Madonna, Michael Jackson, Olivia Newton-John, Paula Abdul, Phil Collins, Prince & The Revolution, R.E.M., Rick Astley, Rockwell, Run-DMC, Simply Red, Spandau Ballet, Stetsasonic, Steve Miller Band, The Bangles, The Human League, The Police, Van Halen, When In Rome"
EDITORIAL_RADIO_STATION,20240815,5427000,N/A,1723742387934,23,"Adult Alternative, Adult Contemporary, Alternative, Arena Rock, Britpop, College Rock, Contemporary R&B, Country, Dance, Disco, Europe, Glam Rock, Hair Metal, Hard Rock, Heavy Metal, Music, New Wave, Pop, Pop/Rock, Prog-Rock/Art Rock, Quiet Storm, R&B/Soul, Rock, Soft Rock, Soul, Soundtrack, Soundtrack, Teen Pop, World","Aretha Franklin, Bon Jovi, Cutting Crew, Cyndi Lauper, David Bowie, Def Leppard, Eurythmics, George Michael, Heart, Huey Lewis and the News, Janet Jackson, Kim Carnes, Lipps, Inc., Michael Jackson, New Kids On the Block, Poison, Prince, Prince & The Revolution, Rick Springfield, Roxette, Simple Minds, Thompson Twins, U2, Whitney Houston"
EDITORIAL_RADIO_STATION,20240816,3293000,N/A,1723827045050,13,"Adult Alternative, Adult Contemporary, Alternative, Arena Rock, Blues, Blues-Rock, British Invasion, College Rock, Country Blues, Goth Rock, Hard Rock, Hip Hop/Rap, Music, Pop, Pop/Rock, Psychedelic, R&B/Soul, Rock, Rock & Roll, Soft Rock, Soul","Blondie, Bonnie Tyler, Bryan Adams, Fleetwood Mac, Madonna, Pat Benatar, Pink Floyd, Queen, Rob Base & DJ EZ Rock, Steve Winwood, Tears for Fears, The Cure, ZZ Top"
EDITORIAL_RADIO_STATION,20240817,2744000,N/A,1723934598050,12,"Adult Contemporary, Alternative, Arena Rock, College Rock, Contemporary Bluegrass, Contemporary Country, Country, Disco, Hair Metal, Hard Rock, Heavy Metal, Honky Tonk, Music, New Wave, Pop, Pop/Rock, Prog-Rock/Art Rock, Psychedelic, R&B/Soul, Rock, Soul, Traditional Country","Blondie, Bon Jovi, Dolly Parton, Frankie Goes to Hollywood, Guns N' Roses, Matthew Wilder, Pet Shop Boys, Phil Collins, Quiet Riot, The Bangles, Tina Turner, Yes"
EDITORIAL_RADIO_STATION,20240819,1141000,N/A,1724070145115,5,"Adult Contemporary, Alternative, Arena Rock, Contemporary Bluegrass, Contemporary Country, Country, Dance, Hair Metal, Hard Rock, Heavy Metal, Honky Tonk, Jazz, Music, New Wave, Pop, Pop/Rock, Rock, Traditional Country, Vocal Jazz","Alice Cooper, Bobby McFerrin, Cyndi Lauper, Dolly Parton, Kenny Rogers, Wham!"
EDITORIAL_RADIO_STATION,20240820,3339000,N/A,1724167935764,13,"Adult Contemporary, Alternative, Arena Rock, College Rock, Dance, Hard Rock, Music, New Wave, Pop, Pop/Rock, Reggae, Rock, Rock & Roll, Singer/Songwriter, Ska, Soft Rock, Soundtrack","Bananarama, Bill Medley, Billy Joel, Christopher Cross, Cyndi Lauper, Duran Duran, Jennifer Warnes, Madness, Madonna, Peter Gabriel, Phil Collins, Survivor, The Police, The Rolling Stones"
EDITORIAL_RADIO_STATION,20240821,2024000,N/A,1724273448494,10,"Arena Rock, Australia, Dance, Hard Rock, Heavy Metal, Music, Pop, Pop/Rock, Rock, Soundtrack, Teen Pop, World","AC/DC, Blondie, Bobby Brown, Bruce Springsteen, Debbie Gibson, INXS, Kenny Loggins, Phil Collins, The Police, Van Halen"
EDITORIAL_RADIO_STATION,20240823,2024000,N/A,1724418555442,8,"Adult Contemporary, Alternative, Arena Rock, Britpop, Dance, Hair Metal, Hard Rock, Heavy Metal, Music, New Wave, Pop, Pop/Rock, R&B/Soul, Rock, Soundtrack","Bon Jovi, Duran Duran, Fine Young Cannibals, Foreigner, Kate Bush, Kool & The Gang, The Human League, Whitney Houston"
EDITORIAL_RADIO_STATION,20240830,862000,N/A,1725023412763,4,"Adult Contemporary, Arena Rock, Dance, Music, Pop, Pop/Rock, R&B/Soul, Rock, Soft Rock","Eddie Money, George Michael, Rick Astley, Toto"
EDITORIAL_RADIO_STATION,20240831,1382000,N/A,1725130708444,5,"Adult Contemporary, Arena Rock, Blues, British Invasion, Country Blues, Hard Rock, Music, Pop, Pop/Rock, Psychedelic, R&B/Soul, Rock, Rock & Roll, Soft Rock, Soul","Daryl Hall & John Oates, Janet Jackson, Robert Palmer, Steve Winwood, Van Halen"
EDITORIAL_RADIO_STATION,20240901,8671000,N/A,1725227367284,36,"Adult Alternative, Adult Contemporary, Alternative, American Trad Rock, Arena Rock, College Rock, Country, Dance, Death Metal/Black Metal, Electronic, Hair Metal, Hard Rock, Heavy Metal, Hip Hop/Rap, Hip-Hop, Music, New Wave, Old School Rap, Pop, Pop/Rock, R&B/Soul, Rap, Reggae, Rock, Roots Rock, Soft Rock, Soul, Soundtrack, Soundtrack, Surf, Teen Pop","Berlin, Billy Joel, Bon Jovi, Bruce Hornsby & The Range, Bruce Springsteen, Corey Hart, Crowded House, Daryl Hall & John Oates, Dexys Midnight Runners, Europe, Eurythmics, George Michael, George Thorogood & The Destroyers, Grandmaster Flash & The Furious Five, Heart, Huey Lewis and the News, John Cougar, Kim Carnes, Madonna, Pet Shop Boys, Prince & The Revolution, Rick Springfield, Simple Minds, Starship, The Bangles, The Beach Boys, The J. Geils Band, The Outfield, Tiffany, U2, UB40, Wang Chung, Whitney Houston, Yello, a-ha"
EDITORIAL_RADIO_STATION,20240902,2149000,N/A,1725302723623,8,"Adult Contemporary, Alternative, Contemporary R&B, Dance, Disco, Electronic, Hard Rock, Motown, Music, New Wave, Pop, Pop/Rock, Quiet Storm, R&B/Soul, Rock, Soul","A Flock of Seagulls, Billy Ocean, Daryl Hall & John Oates, Def Leppard, Diana Ross, Frankie Goes to Hollywood, Paula Abdul, Whitney Houston"
EDITORIAL_RADIO_STATION,20240903,1624000,N/A,1725400749852,7,"Adult Contemporary, Alternative, Arena Rock, Hard Rock, Music, New Wave, Pop, Pop/Rock, R&B/Soul, Rock, Rock & Roll","Culture Club, Cutting Crew, Dire Straits, Janet Jackson, Mr. Mister, Prince & The Revolution, Tears for Fears"
EDITORIAL_RADIO_STATION,20250109,8231000,N/A,1736460832964,28,"Adult Contemporary, Arena Rock, Baroque Era, Chamber Music, Classical, Classical Era, Dance, Electronic, Guitar, Hair Metal, Hard Rock, Heavy Metal, Latin, Latin Urban, Modern Era, Music, Orchestral, Piano, Pop, Pop in Spanish, Pop/Rock, R&B/Soul, Rock, Romantic Era, Solo Instrumental, Soul, World","Academy of St Martin in the Fields, Arcangelo, Bad Bunny, Belcea Quartet, Blondie, Camilo, Christian-Pierre La Marca, Enrique Iglesias, Ensemble Masques, Fazıl Say, Feid, Franz Halász, Gloria Estefan, Gloria Estefan & Miami Sound Machine, J Balvin, Jean-Guihen Queyras, Jonathan Cohen, Kathryn Stott, Kenny Loggins, Leif Ove Andsnes, Mahler Chamber Orchestra, Nino Gvetadze, Nobuyuki Tsujii, Oliver Zeffman, Olivier Fortin, Phil Collins, Prince & The Revolution, Quiet Riot, ROSALÍA, Robert Palmer, Starship, TSHA, Tabea Zimmermann, Vilde Frang, Víkingur Ólafsson, Yo-Yo Ma, a-ha"
EDITORIAL_RADIO_STATION,20250110,1265000,N/A,1736518995230,6,"Adult Contemporary, Arena Rock, Dance, Electronic, Hair Metal, Hard Rock, Heavy Metal, Music, Pop, Pop/Rock, R&B/Soul, Rock, Soft Rock, Surf","Janet Jackson, Madonna, Paula Abdul, Scorpions, The Beach Boys, The Police"
EDITORIAL_RADIO_STATION,20250111,684000,N/A,1736624168366,3,"Adult Contemporary, Arena Rock, Dance, Music, Pop, Pop/Rock, Prog-Rock/Art Rock, Psychedelic, Rock, Soft Rock","George Michael, Michael Jackson, Yes"
EDITORIAL_RADIO_STATION,20250112,2988000,N/A,1736709101917,13,"Adult Alternative, Adult Contemporary, Alternative, Arena Rock, College Rock, Contemporary R&B, Dance, Disco, Funk, Hard Rock, Motown, Music, New Wave, Pop, Pop/Rock, Quiet Storm, R&B/Soul, Rock, Soft Rock, Soul","Billy Idol, Billy Joel, Cyndi Lauper, Daryl Hall & John Oates, Diana Ross, Fine Young Cannibals, Michael Jackson, Olivia Newton-John, Rick Springfield, Stevie Nicks, Talking Heads, Tom Petty, Whitney Houston"
EDITORIAL_RADIO_STATION,20250113,2612000,N/A,1736773692535,12,"Adult Alternative, Adult Contemporary, Alternative, Arena Rock, Blues, Blues-Rock, Country, Country Blues, Dance, Electronic, Hard Rock, Music, New Wave, Pop, Pop/Rock, Rock, Rock & Roll, Soft Rock, Soundtrack","Corey Hart, Dire Straits, Doug E. Fresh, Eurythmics, Fleetwood Mac, Joan Jett & The Blackhearts, Kim Carnes, Los Lobos, Men At Work, Michael Jackson, Richard Marx, Slick Rick, Yaz"
EDITORIAL_RADIO_STATION,20250114,2087000,N/A,1736864364772,9,"Adult Alternative, Adult Contemporary, Alternative, College Rock, Goth Rock, Hard Rock, Music, New Wave, Pop, Pop/Rock, R&B/Soul, Reggae, Rock, Ska, Soft Rock","Bananarama, Chicago, Frankie Goes to Hollywood, Modern English, Prince & The Revolution, The Cult, The Outfield, The Police, Van Halen"
EDITORIAL_RADIO_STATION,20250115,1956000,N/A,1736951345423,8,"Adult Contemporary, Alternative, Arena Rock, Hard Rock, Music, New Wave, Pop, Pop/Rock, Reggae, Rock, Soft Rock, Soundtrack, Vocal, Vocal Pop","Cyndi Lauper, Heart, Phil Collins, REO Speedwagon, Simple Minds, Steve Miller Band, UB40, When In Rome"
EDITORIAL_RADIO_STATION,20250117,791000,N/A,1737151635609,5,"Adult Alternative, Alternative, Arena Rock, Cello, Chamber Music, Christian & Gospel, Classical, College Rock, Dance, Music, Piano, Pop, Pop/Rock, Rock, Romantic Era","Becky Hill, Cecily, Chase & Status, Christian Poltéra, Eddie Money, Kathryn Stott, U2"
EDITORIAL_RADIO_STATION,20250118,3146000,N/A,1737223522675,13,"Adult Alternative, Alternative, College Rock, Contemporary Bluegrass, Contemporary Country, Country, Dance, East Coast Rap, Hip Hop/Rap, Honky Tonk, Music, New Wave, Pop, Pop/Rock, Punk, R&B/Soul, Rap, Rock, Traditional Country","Blondie, Bryan Adams, Cutting Crew, DEVO, Dolly Parton, Duran Duran, Huey Lewis and the News, Madonna, Phil Collins, Rick Astley, Rockwell, Spandau Ballet, Stetsasonic"
EDITORIAL_RADIO_STATION,20250119,1565000,N/A,1737299652856,7,"Adult Contemporary, Alternative, Arena Rock, Dance, Hair Metal, Hard Rock, Heavy Metal, Music, Pop, Pop/Rock, Rock, Soundtrack, Teen Pop","Bill Medley, Bon Jovi, Bruce Hornsby & The Range, Cyndi Lauper, Jennifer Warnes, Phil Collins, The J. Geils Band, Tiffany"
EDITORIAL_RADIO_STATION,20250120,1005000,N/A,1737403157958,5,"Adult Contemporary, Arena Rock, Dance, Electronic, Hair Metal, Hard Rock, Heavy Metal, Music, Pop, Pop/Rock, R&B/Soul, Rock","Bon Jovi, Bonnie Tyler, Huey Lewis and the News, Madonna, Paula Abdul"
EDITORIAL_RADIO_STATION,20250121,5951000,N/A,1737494159396,26,"Adult Alternative, Adult Contemporary, Alternative, American Trad Rock, Arena Rock, Australia, Christian & Gospel, Contemporary R&B, Dance, Glam Rock, Hard Rock, Heavy Metal, Hip Hop/Rap, Jazz, Music, New Wave, Pop, Pop/Rock, Prog-Rock/Art Rock, Quiet Storm, R&B/Soul, Rock, Roots Rock, Singer/Songwriter, Soft Rock, Soul, Soundtrack, Teen Pop, Vocal Jazz, World","AC/DC, Aretha Franklin, Billy Ocean, Blondie, Bobby Brown, Bobby McFerrin, Bruce Springsteen, Christopher Cross, Daryl Hall & John Oates, David Bowie, Dexys Midnight Runners, George Michael, George Thorogood & The Destroyers, Jess Ray, John Cougar, Madonna, Matthew Wilder, New Kids On the Block, Phil Collins, Public Enemy, Tears for Fears, The Cars, The Police, Toto, We The Kingdom, Whitney Houston, a-ha"
EDITORIAL_RADIO_STATION,20250123,2049000,N/A,1737661645312,9,"Adult Alternative, Adult Contemporary, Alternative, Britpop, College Rock, Dance, East Coast Rap, Electronic, Hip Hop/Rap, Hip-Hop, Music, New Wave, Old School Rap, Pop, Pop/Rock, R&B/Soul, Rap, Rock, Soft Rock, Soul, Vocal, Vocal Pop","Beastie Boys, Daryl Hall & John Oates, Eric B. & Rakim, George Michael, R.E.M., Simply Red, Taylor Dayne, The Alan Parsons Project, The Human League"
EDITORIAL_RADIO_STATION,20250125,14619000,N/A,1737826908280,58,"Adult Alternative, Adult Contemporary, Alternative, Arena Rock, Blues, British Invasion, College Rock, Contemporary R&B, Country Blues, Dance, Disco, East Coast Rap, Electronic, Funk, Hair Metal, Hard Rock, Hardcore Rap, Heavy Metal, Hip Hop/Rap, Hip-Hop, Motown, Music, New Wave, Old School Rap, Pop, Pop/Rock, Psychedelic, Punk, Quiet Storm, R&B/Soul, Rap, Rock, Rock & Roll, Soft Rock, Soul, Soundtrack, Soundtrack, Surf, Techno, Teen Pop","Afrika Bambaataa, After the Fire, Baltimora, Beastie Boys, Berlin, Big Daddy Kane, Blondie, Bon Jovi, Bruce Springsteen, Cyndi Lauper, Daryl Hall & John Oates, Debbie Gibson, Diana Ross, Duran Duran, Foreigner, Frankie Goes to Hollywood, George Michael, Guns N' Roses, Harold Faltermeyer, Heart, Heavy D & The Boyz, INXS, Janet Jackson, John Lennon, Kate Bush, LL COOL J, Men At Work, Michael Jackson, Mike + The Mechanics, Missing Persons, Pat Benatar, Paul Simon, Paul Young, Pet Shop Boys, Phil Collins, Pretenders, Prince, Prince & The Revolution, Rick Springfield, Robert Palmer, Run-DMC, Simple Minds, Slick Rick, Soft Cell, Stacey Q, Starship, Steve Winwood, Survivor, The Bangles, The Beach Boys, The Buggles, The Jam, The Soulsonic Force, Twisted Sister, U2, Van Halen, Violent Femmes"
EDITORIAL_RADIO_STATION,20250126,2639000,N/A,1737935457831,11,"Adult Alternative, Adult Contemporary, Alternative, Arena Rock, Dance, Electronic, Hard Rock, Hip Hop/Rap, Hip-Hop, Music, New Wave, Old School Rap, Pop, Pop/Rock, R&B/Soul, Rap, Rock, Soul","Billy Idol, Bow Wow Wow, DJ Jazzy Jeff & The Fresh Prince, Eurythmics, Fine Young Cannibals, Grandmaster Flash & The Furious Five, Prince & The Revolution, Rick Astley, Tina Turner, Toni Basil, Whitney Houston"
EDITORIAL_RADIO_STATION,20250128,39000,N/A,1738065659162,1,"Classical, Classical Crossover, Music","Boston Symphony Orchestra, Itzhak Perlman, Seiji Ozawa, Yo-Yo Ma"
EDITORIAL_RADIO_STATION,20250129,503000,N/A,1738187420679,3,"Hip Hop/Rap, Music, Rock","Crowded House, Huey Lewis and the News, N.W.A"
EDITORIAL_RADIO_STATION,20250131,1629000,N/A,1738333327770,7,"Adult Contemporary, Alternative, Arena Rock, Dance, Hip Hop/Rap, Music, New Wave, Pop, Pop/Rock, Rock, Soft Rock","Bananarama, Bryan Adams, Culture Club, Irene Cara, John Waite, Madonna, Whodini"
EDITORIAL_RADIO_STATION,20250202,2933000,N/A,1738534597998,13,"Adult Alternative, Adult Contemporary, Alternative, Arena Rock, College Rock, Hip Hop/Rap, Music, New Wave, Pop, Pop/Rock, R&B/Soul, Reggae, Rock, Ska, Soft Rock","Belinda Carlisle, Blondie, Bryan Adams, Genesis, Madness, Modern English, Prince, Rob Base & DJ EZ Rock, Stevie Nicks, Tears for Fears, Thomas Dolby, Tone-Lōc, Whitney Houston"
EDITORIAL_RADIO_STATION,20250203,2060000,N/A,1738592315621,10,"Adult Alternative, Adult Contemporary, Alternative Rap, Arena Rock, Dance, Disco, Hair Metal, Hard Rock, Heavy Metal, Hip Hop/Rap, Hip-Hop, Music, Pop, Pop/Rock, R&B/Soul, Rap, Reggae, Rock, Soundtrack","Beastie Boys, Biz Markie, Lipps, Inc., Richard Marx, Scorpions, Tears for Fears, The J. Geils Band, The Police, UB40, Whitney Houston"
EDITORIAL_RADIO_STATION,20250204,80000,N/A,1738670482180,1,"Classical, Music","Quatuor Ébène"
