"Feature Name","Play Duration Milliseconds","First Played","Last Played","Source Type","Date Created"
now_playing,2815936,1753110929070,1753117886925,ANDROID,20250721
now_playing,214289,1752979329021,1752979920186,ANDROID,20250720
now_playing,645432,1752629779608,1752683902164,ANDROID,20250716
now_playing,849191,1752611314978,1752613723016,ANDROID,20250715
now_playing,529727,1752440486942,1752450750981,ANDROID,20250713
now_playing,2741969,1752334454763,1752341219175,ANDROID,20250712
now_playing,3740859,1752107072824,1752176633301,ANDROID,20250710
now_playing,2802275,1752073270530,1752090962488,ANDROID,20250709
now_playing,491799,1751915211308,1751916091393,ANDROID,20250707
now_playing,747326,1751752461278,1751754021914,ANDROID,20250705
now_playing,1875199,1751634087601,1751640796883,ANDROID,20250704
now_playing,2041712,1751548961278,1751582335361,ANDROID,20250703
now_playing,2187395,1751466235383,1751483907900,ANDROID,20250702
now_playing,1038368,1751202488889,1751229966424,ANDROID,20250629
now_playing,806941,1751073891635,1751142574547,ANDROID,20250628
now_playing,619256,1751031417119,1751061641958,ANDROID,20250627
now_playing,1089234,1750685701601,1750708132324,ANDROID,20250623
now_playing,30617,1750552881210,1750552911827,ANDROID,20250622
now_playing,3541267,1750517233839,1750537536605,ANDROID,20250621
now_playing,3043046,1750377430124,1750457579649,ANDROID,20250620
now_playing,3510112,1750351750155,1750376348526,ANDROID,20250619
now_playing,625372,1750287726405,1750289946037,ANDROID,20250618
now_playing,710303,1750181559557,1750202289642,ANDROID,20250617
now_playing,1284430,1749992513532,1749997873539,ANDROID,20250615
now_playing,2766912,1749859922759,1749926654262,ANDROID,20250614
now_playing,5358644,1749828107770,1749852324344,ANDROID,20250613
now_playing,490425,1749686890171,1749746920791,ANDROID,20250612
now_playing,354121,1749685413161,1749686125972,ANDROID,20250611
now_playing,1283830,1749562343275,1749586567768,ANDROID,20250610
now_playing,3582961,1749474378266,1749491659813,ANDROID,20250609
now_playing,11831584,1749340750885,1749427157983,ANDROID,20250608
now_playing,4546200,1749313479054,1749340717266,ANDROID,20250607
now_playing,137197,1749162024973,1749162162170,ANDROID,20250605
now_playing,315403,1748984444999,1748984848618,ANDROID,20250603
now_playing,55025,1748823194973,1748823249998,ANDROID,20250602
now_playing,726815,1748791924767,1748801550627,ANDROID,20250601
now_playing,843529,1748474889372,1748476541732,ANDROID,20250528
now_playing,1184445,1748382153228,1748384465947,ANDROID,20250527
now_playing,2699327,1748217888860,1748292290907,ANDROID,20250526
now_playing,4634837,1748132113824,1748208381290,ANDROID,20250525
now_playing,1825802,1748116298700,1748130381476,ANDROID,20250524
now_playing,1403292,1747959063864,1748037832010,ANDROID,20250523
now_playing,3777123,1747875880201,1747955108070,ANDROID,20250522
now_playing,465542,1747790105430,1747863677213,ANDROID,20250521
now_playing,1245765,1747703890137,1747776763034,ANDROID,20250520
now_playing,552634,1747614852875,1747691121004,ANDROID,20250519
now_playing,3228215,1747582342785,1747612704177,ANDROID,20250518
now_playing,4033947,1747440202700,1747507826435,ANDROID,20250517
now_playing,2547635,1747354029570,1747439745807,ANDROID,20250516
now_playing,2765383,1747267842794,1747353275448,ANDROID,20250515
now_playing,1597815,1747184378575,1747265699948,ANDROID,20250514
now_playing,1575347,1747095046498,1747174082993,ANDROID,20250513
now_playing,3572569,1747012860447,1747094131003,ANDROID,20250512
now_playing,156361,1746400398059,1746400554420,IPHONE,20250504
now_playing,78259,1734528324251,1734535327172,IPHONE,20241218
now_playing,70232,1733949112785,1733949183017,ANDROID,20241211
now_playing,562420,1733682251693,1733694456295,ANDROID,20241208
now_playing,287058,1733533698867,1733534001630,ANDROID,20241207
now_playing,50332,1733013032219,1733013082551,ANDROID,20241201
now_playing,570632,1732890352799,1732891426027,ANDROID,20241129
now_playing,97752,1731255599575,1731255704320,ANDROID,20241110
now_playing,183599,1730824698820,1730824963772,ANDROID,20241105
now_playing,263385,1730403053804,1730403965855,ANDROID,20241031
now_playing,66884,1730329013641,1730329080525,ANDROID,20241030
now_playing,64406,1729964847371,1729964911777,ANDROID,20241026
now_playing,3358739,1729787159676,1729790578192,IPHONE,20241024
now_playing,365252,1728740382441,1728769129404,ANDROID,20241012
now_playing,33495,1728686468629,1728686502124,ANDROID,20241011
now_playing,347390,1727999928069,1728001801826,ANDROID,20241004
now_playing,564253,1727997137265,1727999596834,ANDROID,20241003
now_playing,330661,1724371055420,1724372854399,ANDROID,20240823
now_playing,46313,1724260805636,1724260851949,ANDROID,20240821
now_playing,60140,1723987409268,1723987469408,ANDROID,20240818
now_playing,319484,1723936584363,1723938442680,ANDROID,20240817
now_playing,110929,1723822293421,1723822404350,ANDROID,20240816
now_playing,188088,1723672210828,1723672398916,ANDROID,20240814
now_playing,324554,1723563183048,1723586908916,ANDROID,20240813
now_playing,146405,1723422084458,1723467677934,ANDROID,20240812
now_playing,106093,1723308669093,1723333714068,ANDROID,20240810
now_playing,701204,1723045880980,1723046651131,ANDROID,20240807
now_playing,383928,1722903481593,1722903903466,ANDROID,20240806
now_playing,109509,1722899925754,1722900252440,ANDROID,20240805
now_playing,403421,1722643205556,1722643884222,ANDROID,20240803
home,34947,1753492380413,1753492415360,IPHONE,20250726
home,669394,1749953869521,1749954538864,IPHONE,20250615
home,2786772,1749863789650,1749923234088,IPHONE,20250614
home,3507435,1749777148408,1749833161120,IPHONE,20250613
home,4704797,1749690652206,1749746694743,IPHONE,20250612
home,7046984,1749601586155,1749669069935,IPHONE,20250611
home,1396252,1749517550233,1749519104504,IPHONE,20250610
home,3794647,1749483124297,1749501524275,IPHONE,20250609
home,1666103,1746448784570,1746481309522,IPHONE,20250505
home,2041633,1746147887171,1746204439102,IPHONE,20250502
home,3222925,1746102587255,1746114911627,IPHONE,20250501
home,88443,1743901421144,1743901509587,IPHONE,20250406
home,3417336,1743814973446,1743871996340,IPHONE,20250405
home,6035058,1743728659437,1743788535682,IPHONE,20250404
home,2523536,1743683019147,1743698654072,IPHONE,20250403
home,1331752,1743597165783,1743612177236,IPHONE,20250402
home,1600049,1742992310243,1743008259744,IPHONE,20250326
home,1127785,1742839925516,1742859551476,IPHONE,20250324
home,990521,1742747665615,1742748666946,IPHONE,20250323
home,1946021,1742605387265,1742661701773,IPHONE,20250322
home,3338126,1742560047739,1742576013131,IPHONE,20250321
home,2599683,1742474198383,1742489165216,IPHONE,20250320
home,254093,1741568588434,1741568842263,IPHONE,20250310
home,3044835,1741485793723,1741538529157,IPHONE,20250309
home,1732044,1741446944101,1741456803685,IPHONE,20250308
home,5001743,1741312949488,1741383468224,IPHONE,20250307
home,2790547,1741267681169,1741282998883,IPHONE,20250306
home,3837017,1740403115587,1740428972624,IPHONE,20250224
home,498651,1736340071953,1736340646488,IPHONE,20250108
"search / artist_detail / album_detail",1325313,1753924791460,1753926127552,IPHONE,20250731
"search / artist_detail / album_detail",1562558,1753406173791,1753472019341,"IPHONE, ANDROID",20250725
"search / artist_detail / album_detail",2241942,1753320415632,1753375878220,"IPHONE, ANDROID",20250724
"search / artist_detail / album_detail",1315614,1753237878703,1753292771802,"IPHONE, ANDROID",20250723
"search / artist_detail / album_detail",1080016,1753194266086,1753196540310,IPHONE,20250722
"search / artist_detail / album_detail",564198,1753110931376,1753118024578,ANDROID,20250721
"search / artist_detail / album_detail",41603,1752979319612,1752979431973,ANDROID,20250720
"search / artist_detail / album_detail",969545,1752680053795,1752681050139,ANDROID,20250716
"search / artist_detail / album_detail",35528,1752442101074,1752442378787,ANDROID,20250713
"search / artist_detail / album_detail",71933,1752267288736,1752267425575,ANDROID,20250711
"search / artist_detail / album_detail",333796,1752171810373,1752172162567,ANDROID,20250710
"search / artist_detail / album_detail",167105,1751930662974,1751930949335,ANDROID,20250707
"search / artist_detail / album_detail",139847,1751636435947,1751639566003,ANDROID,20250704
"search / artist_detail / album_detail",2999176,1750861013558,1750867061492,IPHONE,20250625
"search / artist_detail / album_detail",190908,1750723517005,1750730321177,ANDROID,20250624
"search / artist_detail / album_detail",250431,1750685985546,1750708509510,ANDROID,20250623
"search / artist_detail / album_detail",357974,1750381340789,1750448172237,ANDROID,20250620
"search / artist_detail / album_detail",497970,1750370955454,1750373146325,ANDROID,20250619
"search / artist_detail / album_detail",349238,1749860487120,1749914347880,ANDROID,20250614
"search / artist_detail / album_detail",548533,1749835076586,1749845662889,ANDROID,20250613
"search / artist_detail / album_detail",462517,1749579891542,1749580612330,ANDROID,20250610
"search / artist_detail / album_detail",273866,1749479345546,1749479673251,ANDROID,20250609
"search / artist_detail / album_detail",1287663,1749398258889,1749425844036,ANDROID,20250608
"search / artist_detail / album_detail",287692,1748381997010,1748382338012,ANDROID,20250527
"search / artist_detail / album_detail",100003,1748205470828,1748205591418,ANDROID,20250525
"search / artist_detail / album_detail",847325,1747770056424,1747772378407,ANDROID,20250520
"search / artist_detail / album_detail",223180,1747440539180,1747492477214,ANDROID,20250517
"search / artist_detail / album_detail",325353,1747436053023,1747436391640,ANDROID,20250516
"search / artist_detail / album_detail",99635,1747339822703,1747350283862,ANDROID,20250515
"search / artist_detail / album_detail",762429,1747224642854,1747260455279,"IPHONE, ANDROID",20250514
"search / artist_detail / album_detail",915917,1747143202204,1747174403923,"IPHONE, ANDROID",20250513
"search / artist_detail / album_detail",147039,1747013320068,1747082892596,ANDROID,20250512
"search / artist_detail / album_detail",552167,1745324894920,1745326488848,IPHONE,20250422
"search / artist_detail / album_detail",3536626,1745110985524,1745191270456,IPHONE,20250420
"search / artist_detail / album_detail",3070429,1745024611355,1745081195557,IPHONE,20250419
"search / artist_detail / album_detail",1671477,1744993309461,1744994981485,IPHONE,20250418
"search / artist_detail / album_detail",1897972,1738517435655,1738519419332,IPHONE,20250202
"search / artist_detail / album_detail",1218793,1738375542038,1738376844767,IPHONE,20250201
"search / artist_detail / album_detail",2842045,1738329626207,1738346321730,IPHONE,20250131
"search / artist_detail / album_detail",1902871,1738203971809,1738259825623,IPHONE,20250130
"search / artist_detail / album_detail",2432455,1738155740753,1738191223259,IPHONE,20250129
"search / artist_detail / album_detail",819263,1738029749619,1738031184268,IPHONE,20250128
"search / artist_detail / album_detail",3492209,1737943389454,1738000873718,IPHONE,20250127
"search / artist_detail / album_detail",3165862,1737857041847,1737914389171,IPHONE,20250126
"search / artist_detail / album_detail",1686514,1737826132291,1737827819548,IPHONE,20250125
"search / artist_detail / album_detail",184000,1734527184055,1734527368055,IPHONE,20241218
"search / artist_detail / album_detail",237770,1734095409924,1734095657241,IPHONE,20241213
"search / artist_detail / album_detail",147103,1732308232909,1732308380012,ANDROID,20241122
"search / artist_detail / album_detail",191715,1731532978266,1731533263641,ANDROID,20241113
"search / artist_detail / album_detail",121503,1730475149007,1730476674127,ANDROID,20241101
"search / artist_detail / album_detail",3533436,1729783384349,1729787159721,IPHONE,20241024
"search / artist_detail / album_detail",536462,1724372651357,1724421461270,ANDROID,20240823
"search / artist_detail / album_detail",137303,1724254315192,1724254463310,ANDROID,20240821
"search / artist_detail / album_detail",139428,1724167900794,1724176581839,ANDROID,20240820
"search / artist_detail / album_detail",84483,1724081802636,1724081887119,ANDROID,20240819
"search / artist_detail / album_detail",124246,1723940446280,1724010266161,ANDROID,20240818
"search / artist_detail / album_detail",840629,1723935640800,1723938459038,ANDROID,20240817
"search / artist_detail / album_detail",101027,1723839260404,1723846308798,ANDROID,20240816
"search / artist_detail / album_detail",369000,1723670389050,1723672627307,ANDROID,20240814
"search / artist_detail / album_detail",278703,1723559427847,1723587194210,ANDROID,20240813
"search / artist_detail / album_detail",694882,1723157962090,1723158815915,ANDROID,20240808
"search / artist_detail / album_detail",513766,1722899036957,1722900557747,ANDROID,20240805
"search / artist_detail / album_detail",493326,1722643901918,1722644793376,ANDROID,20240803
"search / album_detail",364002,1752339674867,1752340134282,ANDROID,20250712
"search / album_detail",136849,1752173622431,1752173759280,ANDROID,20250710
"search / album_detail",82580,1752087961142,1752088092767,ANDROID,20250709
"search / album_detail",176995,1751570379347,1751582334821,ANDROID,20250703
"search / album_detail",5071498,1750555024409,1750624374001,IPHONE,20250622
"search / album_detail",2470714,1750469015674,1750522781971,IPHONE,20250621
"search / album_detail",3739964,1750383146253,1750435466353,IPHONE,20250620
"search / album_detail",2692898,1750295979272,1750351931131,IPHONE,20250619
"search / album_detail",6980937,1750204639377,1750265520790,IPHONE,20250618
"search / album_detail",542593,1750204097154,1750204639482,IPHONE,20250617
"search / album_detail",3831564,1749954804878,1750030867572,IPHONE,20250615
"search / album_detail",37653,1749562574016,1749562611669,ANDROID,20250610
"search / album_detail",190094,1749410117228,1749410884941,ANDROID,20250608
"search / album_detail",353399,1748801138769,1748801584793,ANDROID,20250601
"search / album_detail",173154,1748734378208,1748734552456,ANDROID,20250531
"search / album_detail",3706704,1748480793766,1748536651381,"IPHONE, ANDROID",20250529
"search / album_detail",2607237,1748390905323,1748444096628,"IPHONE, ANDROID",20250528
"search / album_detail",2400967,1748135032940,1748205559560,IPHONE,20250525
"search / album_detail",1982583,1748100761491,1748105000441,IPHONE,20250524
"search / album_detail",34056,1747704377238,1747704411846,ANDROID,20250520
"search / album_detail",35716,1747269477473,1747269605700,ANDROID,20250515
"search / album_detail",3058479,1737386829995,1737389897260,MACINTOSH,20250120
"search / album_detail",70220,1736255046294,1736255130875,IPHONE,20250107
"search / album_detail",1682551,1735929735814,1735935038022,IPHONE,20250103
"search / album_detail",2237437,1735829951893,1735845001174,IPHONE,20250102
"search / album_detail",1516288,1735673422765,1735675705889,IPHONE,20241231
"search / album_detail",145829,1729452450764,1729452657807,ANDROID,20241020
"search / album_detail",327788,1728948735955,1728949135963,ANDROID,20241014
"search / album_detail",725614,1724252266216,1724261114478,ANDROID,20240821
"search / album_detail",697513,1724165467912,1724196442915,ANDROID,20240820
"search / album_detail",218040,1723671076322,1723671306553,ANDROID,20240814
"search / album_detail",233160,1723320953221,1723330136393,ANDROID,20240810
"search / album_detail",327703,1722644090231,1722718743611,ANDROID,20240803
"search / artist_detail / album_detail / album_detail",99448,1753326041329,1753326140777,ANDROID,20250724
"search / artist_detail / album_detail / album_detail",223985,1753113610720,1753116569097,ANDROID,20250721
"search / artist_detail / album_detail / album_detail",156858,1752979959847,1752980222061,ANDROID,20250720
"search / artist_detail / album_detail / album_detail",347260,1752450322346,1752450984319,ANDROID,20250713
"search / artist_detail / album_detail / album_detail",1706909,1752335735421,1752347418835,ANDROID,20250712
"search / artist_detail / album_detail / album_detail",2085427,1752107524223,1752184114635,ANDROID,20250710
"search / artist_detail / album_detail / album_detail",912824,1752073243991,1752084292761,ANDROID,20250709
"search / artist_detail / album_detail / album_detail",36199,1751930604153,1751930653705,ANDROID,20250707
"search / artist_detail / album_detail / album_detail",814725,1751745156122,1751752677520,ANDROID,20250705
"search / artist_detail / album_detail / album_detail",345712,1751635901545,1751644866932,ANDROID,20250704
"search / artist_detail / album_detail / album_detail",1701020,1751564883547,1751576660147,ANDROID,20250703
"search / artist_detail / album_detail / album_detail",302758,1751482193074,1751484108079,ANDROID,20250702
"search / artist_detail / album_detail / album_detail",928680,1751203990988,1751229965725,ANDROID,20250629
"search / artist_detail / album_detail / album_detail",609426,1751071015723,1751128942048,ANDROID,20250628
"search / artist_detail / album_detail / album_detail",833239,1751047477380,1751062442340,ANDROID,20250627
"search / artist_detail / album_detail / album_detail",1464252,1750708146842,1750714713450,ANDROID,20250623
"search / artist_detail / album_detail / album_detail",1235614,1750519786120,1750537795171,ANDROID,20250621
"search / artist_detail / album_detail / album_detail",1472013,1750379799404,1750447268870,ANDROID,20250620
"search / artist_detail / album_detail / album_detail",2573081,1750351613096,1750371235248,ANDROID,20250619
"search / artist_detail / album_detail / album_detail",38558,1749998121540,1749998181353,ANDROID,20250615
"search / artist_detail / album_detail / album_detail",2004379,1749860690796,1749926763486,ANDROID,20250614
"search / artist_detail / album_detail / album_detail",1347654,1749827556768,1749853812523,ANDROID,20250613
"search / artist_detail / album_detail / album_detail",1071337,1749686422469,1749746923785,ANDROID,20250612
"search / artist_detail / album_detail / album_detail",1807985,1749561674621,1749583151854,ANDROID,20250610
"search / artist_detail / album_detail / album_detail",419468,1749482363928,1749482920267,ANDROID,20250609
"search / artist_detail / album_detail / album_detail",3091997,1749345736271,1749425745064,ANDROID,20250608
"search / artist_detail / album_detail / album_detail",1796617,1749335723144,1749340752375,ANDROID,20250607
"search / artist_detail / album_detail / album_detail",1934190,1748203690780,1748209467755,ANDROID,20250525
"search / artist_detail / album_detail / album_detail",1100356,1747943587225,1747947163208,ANDROID,20250522
"search / artist_detail / album_detail / album_detail",154614,1747787558318,1747790319381,ANDROID,20250521
"search / artist_detail / album_detail / album_detail",84008,1747777475352,1747787549265,ANDROID,20250520
"search / artist_detail / album_detail / album_detail",506612,1747616072105,1747689783616,ANDROID,20250519
"search / artist_detail / album_detail / album_detail",4162678,1747582659129,1747612720628,ANDROID,20250518
"search / artist_detail / album_detail / album_detail",2653894,1747441996011,1747503298875,ANDROID,20250517
"search / artist_detail / album_detail / album_detail",3385384,1747353949935,1747434721900,ANDROID,20250516
"search / artist_detail / album_detail / album_detail",1952513,1747339945968,1747353848106,ANDROID,20250515
"search / artist_detail / album_detail / album_detail",210904,1747260460824,1747260808773,ANDROID,20250514
"search / artist_detail / see_all / album_detail",5530081,1749427221886,1749433204535,IPHONE,20250609
"search / artist_detail / see_all / album_detail",4834503,1749345652581,1749427222018,IPHONE,20250608
"search / artist_detail / see_all / album_detail",1930641,1749313079947,1749315015143,IPHONE,20250607
"search / artist_detail / see_all / album_detail",3982170,1749171900041,1749228591100,IPHONE,20250606
"search / artist_detail / see_all / album_detail",4151587,1749085470724,1749143493558,IPHONE,20250605
"search / artist_detail / see_all / album_detail",2647262,1749039109864,1749055885859,IPHONE,20250604
"search / artist_detail / see_all / album_detail",683055,1748952800834,1748954655083,IPHONE,20250603
"search / artist_detail / see_all / album_detail",4849662,1748826302561,1748897698680,IPHONE,20250602
"search / artist_detail / see_all / album_detail",3618709,1746839417834,1746896057669,IPHONE,20250510
"search / artist_detail / see_all / album_detail",3142516,1746752534258,1746810332707,IPHONE,20250509
"search / artist_detail / see_all / album_detail",2617941,1746707390167,1746722407780,IPHONE,20250508
"search / artist_detail / see_all / album_detail",52924,1746448115470,1746448168394,IPHONE,20250505
"search / artist_detail / see_all / album_detail",2948985,1746372195743,1746401201150,IPHONE,20250504
"search / artist_detail / see_all / album_detail",1948172,1743296633348,1743353768098,IPHONE,20250330
"home / album_detail",6173975,1751466690571,1751478544374,IPHONE,20250702
"home / album_detail",3038279,1751384536889,1751387613508,IPHONE,20250701
"home / album_detail",3193136,1737722568286,1737758543868,IPHONE,20250124
"home / album_detail",3372603,1737632067868,1737668040068,IPHONE,20250123
"home / album_detail",1269182,1737338743921,1737340176849,IPHONE,20250120
"home / album_detail",2592469,1737252836392,1737309227744,IPHONE,20250119
"home / album_detail",2649949,1737217776273,1737223099408,IPHONE,20250118
"home / album_detail",4132645,1737116661309,1737149748629,IPHONE,20250117
"home / album_detail",2765363,1736992970312,1737063154194,IPHONE,20250116
"home / album_detail",3242991,1736947428781,1736964255974,IPHONE,20250115
"search / artist_detail",253067,1753472049714,1753472340647,ANDROID,20250725
"search / artist_detail",360031,1753111734191,1753112208560,ANDROID,20250721
"search / artist_detail",516317,1752683079628,1752683900318,ANDROID,20250716
"search / artist_detail",399514,1752611359423,1752612835349,ANDROID,20250715
"search / artist_detail",185234,1752337768005,1752337997561,ANDROID,20250712
"search / artist_detail",779699,1752108342859,1752173333775,ANDROID,20250710
"search / artist_detail",184762,1752088745673,1752088969465,ANDROID,20250709
"search / artist_detail",669861,1751636687298,1751640448370,ANDROID,20250704
"search / artist_detail",103103,1751573686945,1751573907851,ANDROID,20250703
"search / artist_detail",232700,1751202888819,1751203224514,ANDROID,20250629
"search / artist_detail",534601,1750711666015,1750715840180,ANDROID,20250623
"search / artist_detail",1130399,1750517229363,1750544522303,ANDROID,20250621
"search / artist_detail",1446849,1750377740663,1750448227530,ANDROID,20250620
"search / artist_detail",444254,1750370071764,1750377616508,ANDROID,20250619
"search / artist_detail",368710,1750287720169,1750289945044,ANDROID,20250618
"search / artist_detail",252078,1750181567497,1750196647910,ANDROID,20250617
"search / artist_detail",1314286,1749907480792,1749926655717,ANDROID,20250614
"search / artist_detail",629914,1749829399711,1749836687568,ANDROID,20250613
"search / artist_detail",176841,1749686867906,1749687110518,ANDROID,20250612
"search / artist_detail",119771,1749685238845,1749685537136,ANDROID,20250611
"search / artist_detail",380156,1749584907837,1749586582931,ANDROID,20250610
"search / artist_detail",850324,1749481244054,1749484861186,ANDROID,20250609
"search / artist_detail",903544,1749407406024,1749412468027,ANDROID,20250608
"search / artist_detail",1550637,1749313754396,1749333478792,ANDROID,20250607
"search / artist_detail",1063652,1748220886641,1748281211874,ANDROID,20250526
"search / artist_detail",1343544,1748201570749,1748203234471,ANDROID,20250525
"search / artist_detail",225188,1747950652405,1747951099291,ANDROID,20250522
"search / artist_detail",243899,1747863217160,1747863679809,ANDROID,20250521
"search / artist_detail",203389,1747771110723,1747771320505,ANDROID,20250520
"search / artist_detail",77431,1747597011435,1747598096602,ANDROID,20250518
"search / artist_detail",819809,1747491712728,1747506099601,ANDROID,20250517
"search / artist_detail",1392269,1747267589427,1747272288891,ANDROID,20250515
"search / artist_detail",875181,1747261199774,1747267204488,ANDROID,20250514
"search / artist_detail",1021913,1747094714529,1747174298289,ANDROID,20250513
"search / artist_detail",903805,1747080288079,1747092053264,ANDROID,20250512
"search / artist_detail",128103,1733013019261,1733013147364,ANDROID,20241201
"search / artist_detail",803315,1727998023064,1727999312494,ANDROID,20241003
"search / artist_detail",346967,1724932955288,1724934512522,IPHONE,20240829
"search / artist_detail",432294,1724634162079,1724634594546,IPHONE,20240826
"search / artist_detail",331873,1724519369544,1724519701824,IPHONE,20240824
"search / artist_detail",252000,1724372150844,1724372402844,ANDROID,20240823
"search / artist_detail",451694,1724337946204,1724338397755,IPHONE,20240822
"search / artist_detail",37943,1723991231502,1723991269445,ANDROID,20240818
"search / artist_detail",197000,1723586454121,1723586651121,ANDROID,20240813
"search / artist_detail",30454,1723417018667,1723417061453,IPHONE,20240811
"search / artist_detail",338274,1722903477414,1722903955090,ANDROID,20240806
"search / artist_detail",142968,1722899437492,1722899580460,ANDROID,20240805
"search / artist_detail",53103,1722790798610,1722790851713,ANDROID,20240804
"search / artist_detail",155000,1722644821827,1722644976827,ANDROID,20240803
"search / catalog / see_all / album_detail",1447095,1752801422048,1752856345083,IPHONE,20250718
"search / catalog / see_all / album_detail",3040569,1752714944438,1752770634960,IPHONE,20250717
"search / catalog / see_all / album_detail",1710696,1752686113182,1752687823643,IPHONE,20250716
"search / catalog / see_all / album_detail",1523266,1752540870793,1752583821041,IPHONE,20250715
"search / catalog / see_all / album_detail",8844256,1752519706252,1752540870725,IPHONE,20250714
"search / catalog / see_all / album_detail",1429390,1752369259134,1752416374571,IPHONE,20250713
"search / catalog / see_all / album_detail",3172135,1752283168691,1752338876752,IPHONE,20250712
"search / catalog / see_all / album_detail",511471,1750716804564,1750717316557,IPHONE,20250623
"search / artist_detail / room / album_detail",149314,1752423883389,1752424041871,ANDROID,20250713
"search / artist_detail / room / album_detail",384765,1752107003026,1752107511665,ANDROID,20250710
"search / artist_detail / room / album_detail",447308,1752084582213,1752085080671,ANDROID,20250709
"search / artist_detail / room / album_detail",271248,1751731050769,1751753129987,ANDROID,20250705
"search / artist_detail / room / album_detail",1531099,1751636746731,1751651353224,ANDROID,20250704
"search / artist_detail / room / album_detail",167588,1751573908236,1751574197245,ANDROID,20250703
"search / artist_detail / room / album_detail",129585,1751483642047,1751483779176,ANDROID,20250702
"search / artist_detail / room / album_detail",894282,1750685439818,1750715196112,ANDROID,20250623
"search / artist_detail / room / album_detail",115571,1750555016483,1750555132054,ANDROID,20250622
"search / artist_detail / room / album_detail",314226,1750512797612,1750524931535,ANDROID,20250621
"search / artist_detail / room / album_detail",200109,1750430134787,1750447937821,ANDROID,20250620
"search / artist_detail / room / album_detail",1572691,1750367445178,1750372620997,ANDROID,20250619
"search / artist_detail / room / album_detail",288664,1749860335133,1749925426790,ANDROID,20250614
"search / artist_detail / room / album_detail",776914,1749836448672,1749841273944,ANDROID,20250613
"search / artist_detail / room / album_detail",129049,1749687155018,1749687290064,ANDROID,20250612
"search / artist_detail / room / album_detail",312521,1749401490451,1749412967542,ANDROID,20250608
"search / artist_detail / room / album_detail",311610,1749162514829,1749162826439,ANDROID,20250605
"search / artist_detail / room / album_detail",1390335,1748802113449,1748803584729,ANDROID,20250601
"search / artist_detail / room / album_detail",1333865,1748266331508,1748304143978,ANDROID,20250526
"search / artist_detail / room / album_detail",648943,1748200218520,1748212604216,ANDROID,20250525
"search / artist_detail / room / album_detail",219888,1747960970792,1747961231575,ANDROID,20250523
"search / artist_detail / room / album_detail",46863,1747690825258,1747690899112,ANDROID,20250519
"search / artist_detail / room / album_detail",441786,1747584627471,1747585152689,ANDROID,20250518
"search / artist_detail / room / album_detail",544823,1747498079676,1747507432388,ANDROID,20250517
"search / artist_detail / room / album_detail",93971,1747355517610,1747439202442,ANDROID,20250516
"search / artist_detail / room / album_detail",321127,1747268598138,1747341149667,ANDROID,20250515
"search / artist_detail / room / album_detail",36499,1747263415192,1747263451975,ANDROID,20250514
"search / artist_detail / room / album_detail",389727,1747094311339,1747094712546,ANDROID,20250513
"search / artist_detail / room / album_detail",1226281,1747087334274,1747094310284,ANDROID,20250512
"search / artist_detail / room / album_detail",97566,1730323725826,1730329079828,ANDROID,20241030
"search / artist_detail / room / album_detail",801074,1729543829362,1729545368983,ANDROID,20241021
"search / artist_detail / room / album_detail",231877,1728748832081,1728749117928,ANDROID,20241012
"search / artist_detail / room / album_detail",337863,1724258944312,1724259293098,ANDROID,20240821
"search / artist_detail / room / album_detail",418286,1724194718063,1724195337554,ANDROID,20240820
"search / artist_detail / room / album_detail",54343,1723987401037,1723987469902,ANDROID,20240818
"search / artist_detail / room / album_detail",287395,1723927000632,1723935603382,ANDROID,20240817
"search / artist_detail / room / album_detail",355423,1723670177346,1723672424520,ANDROID,20240814
"search / artist_detail / room / album_detail",271623,1723559844758,1723588685756,ANDROID,20240813
"search / catalog / playlist_detail",898348,1747743970111,1747745712925,IPHONE,20250520
"search / catalog / playlist_detail",2127132,1747656094756,1747679296899,IPHONE,20250519
"search / catalog / playlist_detail",2720577,1747530219887,1747576626885,IPHONE,20250518
"search / catalog / playlist_detail",4598091,1747443798579,1747499543940,IPHONE,20250517
"search / catalog / playlist_detail",1818545,1747412591475,1747414453030,IPHONE,20250516
"search / catalog / playlist_detail",3083405,1747311520832,1747317951253,IPHONE,20250515
"search / playlist_detail",79169,1752979624664,1752979703833,ANDROID,20250720
"search / playlist_detail",686975,1752336129821,1752340516940,ANDROID,20250712
"search / playlist_detail",192811,1751634211834,1751635379957,ANDROID,20250704
"search / playlist_detail",220383,1749829061215,1749829351329,ANDROID,20250613
"search / playlist_detail",114050,1749393919682,1749406747150,ANDROID,20250608
"search / playlist_detail",64347,1749336091665,1749336156012,ANDROID,20250607
"search / playlist_detail",131854,1748222871240,1748223003094,ANDROID,20250526
"search / playlist_detail",164831,1747962158701,1747962561051,ANDROID,20250523
"search / playlist_detail",38979,1747952867521,1747952931951,ANDROID,20250522
"search / playlist_detail",1032158,1747493507667,1747495581763,ANDROID,20250517
"search / playlist_detail",216082,1747438738896,1747439158422,ANDROID,20250516
"search / playlist_detail",61931,1734797404372,1734806196071,IPHONE,20241221
"search / playlist_detail",257960,1734646659811,1734650257869,IPHONE,20241219
"search / playlist_detail",213201,1734527382516,1734527625564,IPHONE,20241218
"search / playlist_detail",168515,1734095747416,1734095915931,IPHONE,20241213
"search / playlist_detail",317903,1733692990706,1733693314963,ANDROID,20241208
